Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,,QuestionType
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,19,Flexibility of structure may be defined as the displacement caused by Unit force and stiffness of a structure may be defined as the force required for ______ displacement,,,,,,Unit,,FIB
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,20,"In the cantilever beam shown in the given figure,  d~2* is the deflection under X due to load W~1* at Y and d~1* is the deflection under Y due to load W~2* at X. The ratio of",A,B,C,D,ROW-1431,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,21,The given figure shows a portal frame with loads.,A,B,C,D,ROW-1432,D,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,22,The given figure shows a frame loaded with a single concentrated load P. The fixed-end moment developed at support A will be,A,B,C,D,ROW-1433,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,23,The strain energy due to bending in the cantilever beam shown in the figure is,A,B,C,D,ROW-1434,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,24,Clapeyron’s theorem is applied to,simply supported beam,propped cantilever beam,fixed and continuous beam,continuous beam only,,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,25,The degrees of freedom of the rigid frame with clamped ends at P and Q as shown in the figure is,2,3,4,Zero,ROW-1436,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,26,The cantilever beam AB of length ‘l’ fixed at A and free at other end is subjected to a concentrated load W at its free end. The strain energy (U) stored in a beam is (EI constant),A,B,C,D,ROW-1437,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,27,The bending moment induced at fixed end of cantilever beam of span ‘l’ if the free end undergoes a unit displacement without rotation is,A,B,C,D,ROW-1438,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,28,The slope deflection equation at the end Q of member QR for the frame shown in the given figure is,A,B,C,D,ROW-1439,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,29,The strain energy stored in the member AB of the pin jointed truss shown in the figure is (A and E is same for all members),A,B,C,D,ROW-1440,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,30,The unit load method used in structural analysis is,applicable only to indeterminate structures.,"derived from castigliano’s, theorem.",another name for stiffness method.,None of these,,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,31,"For linear elastic systems, the type of displacement function for strain energy is",quadratic,linear,cubic,quartic,,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,32,The strain energy started in the member AB of the pin jointed truss shown in the figure when E and A are same for all members is,A,B,C,D,ROW-1443,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,33,"In the portal frame shown below, what are the distribution factors for member BA, BC, BD respectively?",A,B,C,D,ROW-1444,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,34,"A propped cantilever beam PQ with fixed edge ‘P’ is propped at ‘Q’ and carries a UDL of w/m over the entire span. If the prop displaces upward by 2 mm, which one of the following is true? (If prop reaction = R~Q*, moment at P = M~P*)",Both R~Q* and M~P* increase,"R~Q* increases, and M~P* decreases",R~Q* decreases and M~P* increases,both R~Q* and M~P* decreases,,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,35,"A propped cantilever beam of span ‘L’ is loaded with UDL of intensity w/unit length, all through the span. Bending moment at fixed end is ______.",A,B,C,D,ROW-1446,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,36,"A homogeneous, simply supported prismatic beam of width B, depth D and span ‘L’ is subjected to a concentrated load of magnitude P. The load can be placed anywhere along the span of beam. The maximum flexural stress developed in the beam is",A,B,C,D,ROW-1447,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,37,Sum of the distribution factors of the members meeting at a joint is _____.,0,< 1, = 1,> 1,,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,38,Which of the following is not a force method?,The theorem of three moments,Castigliano’s theorem,Moment distribution method,Method of consistent deformation,,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,39,A beam is hinged at A and fixed at B. A moment,A,B,C,D,ROW-1450,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,40,The most appropriate method for analysis of a skeletal frame shown in the figure is _____.,Slope–deflection method,Moment distribution method,Kani’s rotation method,Strain energy method,ROW-1451,D,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,41,The bending moment diagram for the given frame is _____.,A,B,C,D,ROW-1452,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,42,The rigid plane frame ABCD has to be analyzed by slope deflection method. What is the number of unknown displacements/ rotations for the frame shown in the figure?,4,3,5,2,ROW-1453,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,43,Find the vertical deflection at ‘A’ due to concentrated load W.,A,B,C,D,ROW-1454,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,44,Members of the frame shown below which carries zero force are _____.,EC only,EC and AB,EC and AC,"EC, AC and AB",ROW-1455,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,45,"For a rigid frame shown in the figure, what is the moment reaction at A?",28 kN-m,14 kN-m,38 kN-m,19 kN-m,ROW-1456,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,46,What is the shear equation in slope–deflection method for the portal frame shown in the figure?,A,B,C,D,ROW-1457,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,47,Match the List I with List II,"1 – c, 2 – b, 3 – a, 4 – d","1 – b, 2 – d, 3 – a, 4 – c","1 – a, 2 – b, 3 – d, 4 – c","1 – c, 2 – a, 3 – d, 4 – d",ROW-1458,D,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,48,A uniformly distributed load of length 8 m crosses a simply supported girder of span 20 m. The maximum bending moment at the left quarter span point occurs when the distance between the point of CG of the total load and mid span is,0,2 m,3 m,4 m,,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,49,"In the following figure, x, y, z are the deflections under A, B, C due to loads P and Q. x′, y′, z′ are the deflections under A, B, C due to unit load at C. The deflection z would be equal to _____.",A,B,C,D,ROW-1460,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,50,What is the value of qB for the beam shown in the figure?,A,B,C,D,ROW-1461,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,51,"In the portal frame shown in the figure, the ratio of sway moments in column AB and CD will be equal to ______.",1 : 4,1 : 2,2 : 1,4 : 1,ROW-1462,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,52,"Consider the following statements:
Williot–Mohr diagram is used to determine the deflection in
I. a truss.
II. on arch.
III. a rigid frame.
Which of these statements is/are correct?",Only I,Only II,Only III,"I, II and III",,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,53,The moment distribution method in structural analysis falls in the category of,displacement method.,flexibility method,force method,first order approximate method,,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,54,The statical indeterminacy for the given 2-D frame is,3,6,5,4,ROW-1465,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,55,"In the plane truss shown below, how many members have zero force?",7,5,3,9,ROW-1466,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,56,"A simply supported truss shown in the given figure carries a load of 30 kN at T, the forces in members UT and QU are respectively",zero and 15 kN (Tensile),30 kN and 15 kN (Tensile),zero and 15 kN (Compressive),30 kN and 15 kN (Compressive),ROW-1467,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,57,"What are the distribution factors at joint B for the members BA and BC respectively, as shown in the figure?","0.36, 0.64","0.50, 0.50","0.64, 0.36","0.75, 0.25",ROW-1468,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,58,A fixed beam AB is subjected to a triangular load varying from zero at B to W per unit length at end A. The ratio of fixed end moment at B to A will be,A,B,C,D,ROW-1469,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,59,The given figure shows a portal frame with one end fixed and other end hinged. The ratio of the fixed end,4,0.75,1,2,ROW-1470,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,60,A portal frame is shown in the figure. If q~B* = q~C*,120 kN-m,250 kN-m,300 kN-m,400 kN-m,ROW-1471,B,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Exercises,61,A rigid-jointed plane frame shown in the figure.,will sway to right,will sway to left,will not sway,None of these,ROW-1472,A,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Previous Years Questions,1,A uniform beam,A,B,C,D,ROW-1473,C,,MCQ
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Previous Years Questions,2,"All members in the rigid-jointed frame shown are prismatic and have the same flexural stiffness EI. Find the magnitude of the bending moment at Q (In kN-m) due to the given loading. [GATE, 2013]",,,,,ROW-1474,25,,FIB
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Previous Years Questions,3,"For the beam shown below, the value of the support moment M is _______ kN-m. [GATE, 2015]",,,,,ROW-1475,5,,FIB
Part-III-Unit-3-Chapter2,Structural Analysis,Methods of Indeterminate Analysis,Previous Years Questions,4,"In a system two connected rigid bars AC and BC are of identical length, L with pin supports at A and B. The bars are interconnected at C by a frictionless hinge. The rotation of the hinge is restrained by a rotational spring of stiffness, k. The system initially assumes a straight line configuration, ACB. Assuming both the bars as weightless, the rotation at supports, A and B, due to a transverse load, P applied at C is [GATE, 2015]",A,B,C,D,ROW-1476,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,1,"Assertion (A) : In the analysis of statically determinate planar trusses by the method of joints, not more than two unknown bar forces can be determined.
Reason (R) : There are only two equations of force equilibrium available for a co-planar concurrent system.",Both A and R are true and R is the correct explanation of A.,Both A and R are true but R is not a correct explanation of A.,A is true but R is false,A is false but R is true,,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,2,The force in the member ‘CD’ of the truss in the figure is ______.,zero,2P (Compression),P (Compression),P (Tensile),ROW-1478,D,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,3,"The forces in members ‘abc’ in the truss shown in the following figure, are","P, P/2, 0","P/2, P, 0","P, P, P","P/2, P/2 0",ROW-1479,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,4,The force in the member DE of the truss shown in the figure is ______.,100.0 kN,zero,35.3 kN,25.0 kN,ROW-1480,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,5,"A truss, as shown in the figure, is carrying 180 kN load at node L~2*. The force in the diagonal member M~2*U~4* will be",100 kN tension.,100 kN compression,80 kN tension,80 kN compression,ROW-1481,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,6,Force in the member AB of the truss is ______.,A,B,C,D,ROW-1482,C,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,7,Deflection of the point C is ______.,A,B,C,D,ROW-1483,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,8,"Identify the FALSE statement from the following, pertaining to the effects due to a temperature rise DT of the BD alone in the plane truss shown in the figure:",No reactions develop at supports A and D.,The bar BD will be subject to a tensile force,The bar AC will be subject to a compressive force,The BC will be subject to a tensile force.,ROW-1484,B,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,9,"For the plane truss shown in the figure, the number of zero force members for the given loading is ______.",4,8,11,13,ROW-1485,B,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,10,"Consider the following assumptions:
I. All members have same cross-sectional area.
II. The bending resistance of all the members is small in comparison with their axial force resistance.
III. All the external loads are applied directly or indirectly at the joints.
IV. All joints are idealized to be frictionless hinges.
Which of these are the assumptions made in the force analysis of simple trusses?","I, II and IV","II, III and IV","I, II and III",III and IV,,B,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,11,What does the Williot–Mohr diagram yield?,Forces in members of a truss,Moments in a fixed beam,Reactions at the supports,Joint displacement of a pin jointed plane frame,,D,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,12,What is the force in the member BC of the plane frame shown below?,10 kN tensile,10 kN compressive,5.76 kN compressive,Zero,ROW-1488,B,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,13,A simple plane truss acted upon by a load 2P at the apex A is shown below. The axial force in the member AB is,A,B,C,D,ROW-1489,B,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,14,"A truss, as shown in the figure is carrying 180 kN at B. The force in member BD is",A,B,C,D,ROW-1490,D,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,15,Match List I and List II and select the correct answer using the code given below.,A,B,C,D,ROW-1491,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,16,The force in the member QS of the truss shown in the figure is:,A,B,C,D,ROW-1492,C,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,17,The pin jointed 2-D truss is loaded with a horizontal force of 20 kN at joint ‘S’ and another 20 kN vertical force at joint ‘U’ as shown. Find the force in the member RS (in kN). (Taking tension as positive and compression as negative),Zero,20,40,-20,ROW-1493,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,18,"For the plane truss shown in the figure, the number of zero force members for the given loading is",8,4,11,13,ROW-1494,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,19,"The force in members p, q, r in the truss shown in the figure are",A,B,C,D,ROW-1495,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,20,"For the truss shown in the figure, the force in member AB is",A,B,C,D,ROW-1496,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,21,The right triangular truss is made of members having equal cross-sectional area of 1500 mm^2& and Young’s of 10^5& × W^5& MPa. The horizontal deflection at join Q is,7.79 mm,4.60 mm,8.20 mm,None of these,ROW-1497,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,22,"In a redundant joint model, three bar members are pin connected at Q as shown in the figure. Under some load placed at Q, the elongation of the members MQ and OQ are found to be 40 mm and 25 mm. then the horizontal displacement ‘U’ and vertical displacement ‘V’ of the node Q1 in mm will be respectively","8.84 mm, 44.20 mm","5 mm, 20 mm","0 mm, 44.20 mm","7 mm, 35 mm",ROW-1498,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,23,Identify the correct deflection diagram corresponding to the loading in the plane frame.,A,B,C,D,ROW-1499,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Exercises,24,"Rotational stiffness coefficient, K~11* at joint ‘C’ for the",A,B,C,D,ROW-1500,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Previous Years Questions,1,"The right triangular truss is made of members having equal cross sectional area of 1550 mm^2& and Young’s of 2 × 10^5& MPa. The horizontal deflection of the joint Q is ______. [GATE, 2007]",2.47 mm,10.25 mm,14.31 mm,15.68 mm,ROW-1501,D,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Previous Years Questions,2,"The members EJ and IJ of a steel truss shown in the figure are subjected to a temperature rise of 30^0&C. The coefficient of thermal expansion of steel is 0.000012 per ^0&C per unit length. The displacement (mm) of joint E relative to joint H along the direction HE of the truss, is _______. [GATE, 2008]",0.255,0.589,0.764,1.026,ROW-1502,C,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Previous Years Questions,3,"For the truss shown in the figure, the force in the member QR is _____. [GATE, 2010]",A,B,C,D,ROW-1503,C,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Previous Years Questions,4,"For the truss shown below, the member PQ is short by 3 mm. the magnitude of vertical displacement of joint R (in mm) is ______. [GATE, 2014]",,,,,ROW-1504,2,,FIB
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Previous Years Questions,5,"For the 2D truss with the applied loads shown below, the strain energy in the member XY is _______ kN-m. For member XY, assume AE = 30 kN, where A is cross-section area and E is the modulus of elasticity. [GATE, 2015]",,,,,ROW-1505,5,,FIB
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Previous Years Questions,6,"A fixed end beam is subjected to a load, W at 1/3 span from the left support as shown in the figure. The collapse load of the beam is [GATE, 2015]",A,B,C,D,ROW-1506,C,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Previous Years Questions,7,"A plane truss with applied loads is shown in the figure. [GATE, 2016]","FT, TG, HU, MP, PL","ET, GS, UR, VR, QL","FT, GS, HU, MP, QL","MP, PL, HU, FT, UR",ROW-1507,A,,MCQ
Part-III-Unit-3-Chapter3,Structural Analysis,Analysis of Trusses,Previous Years Questions,8,"The portal frame shown in the figure is subjected to a uniformly distributed vertical load w (per unit length). [GATE, 2016]",A,B,C,D,ROW-1508,A,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,1,For which one of the following cases is the Muller– Breslau principle applicable to get influence line?,Reaction at the ends of a simple beam.,Bending moment at a section,Shear force at a section,Forces and moments at any section,,D,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,2,The influence line diagram for the force in member ‘a’ of the truss shown in the figure is given by,A,B,C,D,ROW-1510,C,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,3,"Identify the FALSE statement from the following, pertaining to the methods of structural analysis",Influence lines for stress resultants in beams can be drawn using Muller–Breslau’s principle.,"The moment distribution method is a force method of analysis, not a displacement method.",The principle of virtual displacements can be used to establish a condition of equilibrium,The substitute frame method is not applicable to frames subjects to significant side sway,,B,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,4,Muller–Breslau principle in structural analysis is used,drawing influence line diagram for any force function,writing virtual work equation,superposition of load effects,None of these,,A,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,5,In a beam,A,B,C,D,ROW-1513,A,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,6,A simply supported beam with an overhang is traversed by a unit concentrated moment from the left to the right as shown below:,A,B,C,D,ROW-1514,C,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,7,"Identify, from the following, the correct value of the bending moment MA (in kN/m units) at the fixed end A in the statically determinate beam shown in the figure (with internal hinges at B and D), when a uniformly distributed load of 10 kN/m is placed on the spans. (Hint: Sketching the influence line for MA or applying the principle of virtual displacements makes the solution easy).",A,B,C,D,ROW-1515,C,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,8,"A beam PQRS is 18 m long and is simply supported at points Q and R 10 m apart overhangs PQ and RS are 3 m and 5 m respectively. A train of two point loads of 150 Kn and 100 kN, 5 m apart, crosses this beam from left to right with 100 kN load leading.
The maximum sagging moment under the 150 kN anywhere is",500 kN-m,450 kN-m,400 kN-m,375 kN-m,,C,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,9,"A beam PQRS is 18 m long and is simply supported at points Q and R 10 m apart overhangs PQ and RS are 3 m and 5 m respectively. A train of two point loads of 150 Kn and 100 kN, 5 m apart, crosses this beam from left to right with 100 kN load leading.
During the passage of the loads, the maximum and the minimum reactions at supports ‘R’ in kN, are respectively",300 and -30,300 and -25,225 and -30,225 and -25,,A,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,10,"A beam PQRS is 18 m long and is simply supported at points Q and R 10 m apart overhangs PQ and RS are 3 m and 5 m respectively. A train of two point loads of 150 Kn and 100 kN, 5 m apart, crosses this beam from left to right with 100 kN load leading.
The maximum hogging in the beam anywhere is",300 kN-m,450 kN-m,500 kN-m,750 kN-m,,D,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,11,Influence line for redundant structures can be obtained by,Castigliano’s theorem.,Muller–Breslou principle,Unit load theorem,Maxwell–Betti reciprocal theorem,,B,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,12,"Assertion (A) : Whether it is maximum BM at a section or absolute maximum BM, the moving UDL should cover the entire span of a simple beam if span is less than load length.
Reason (R) : Whether it is maximum BM at a section or absolute maximum BM, the moving UDL should be divided by the section in the same ratio in which the section divides the span, if the span is greater than load length.",Both A and R are true and R is the correct explanation of A.,Both A and R are true but R is not a correct explanation of A,A is true but R is false,A is false but R is true,,B,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,13,Match List I (Beam) with List II (Influence line for BM) and select the correct answer using the given codes:,A,B,C,D,ROW-1521,A,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,14,Which one of the following statements is correct? The influence line diagram (ILD) for bending moment at a section in a cantilever is a triangle extending between the section and the,fixed end with maximum ordinate under the section.,fixed end with maximum ordinate under the fixed end,unsupported end with maximum ordinate at the section,unsupported end with maximum ordinate at the unsupported end,,D,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,15,What is the variation of influence line for stress function in a statically determinate structure?,Parabolic,Bilinear,Linear,Uniformly rectangular,,C,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,16,What is/are the use(s) of influence lines?,To study the effect of moving loads on the structure,To calculate the value of stress function with the critical load condition,To find the position of live load for a maximum value of particular stress function,Towards all the above purposes,,D,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,17,Consider the beam PQRS and the influence line as shown in the figure. The influence line pertains to,A,B,C,D,ROW-1525,B,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,18,The ordinate of the influence line diagram for bending moment have dimension of _____.,length,force,length/force,None of these,,A,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,19,Muller–Breslau principle used for _____.,to super impose the load effects.,to draw influence line diagrams for any force function.,to write virtual work equation,All of these,,B,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,20,"The given figure shows a beam with its influence line for shear force and bending moment at section ‘1’.
The value of shear force and bending movement at section ‘1’ due to concentrated road of 30 kN placed at mid-span will be _____.",30 kN and 30 kN-m,15 kN and 30 kN-m,15 kN and 45 kN-m,30 kN and 15 kN-m,ROW-1528,C,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,21,"For a given beam, match the following",A,B,C,D,ROW-1529,A,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Exercises,22,A pin jointed truss is loaded as shown in the figure. Match List I (member) with List II (Force induced).,A,B,C,D,ROW-1530,C,,MCQ
Part-III-Unit-3-Chapter4,Structural Analysis,ILD and Rolling Loads,Previous Years Questions,1,"The influence line diagram (ILD) shown, is for the member [GATE, 2007]",PS,RS,PQ,QS,ROW-1531,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,1,"Consider the following statements relating to structural analysis:
I. Flexibility matrix and its transpose are equal.
II. Elements of main diagonal of stiffness matrix are always positive.
III. For unstable structures, coefficients in leading diagonal matrix can be negative.
Which of these statements is/are correct?","I, II and III",I and II only,II and III only,III only,,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,2,"A three-hinged arch shown in the figure is quarter of a circle. If the vertical and horizontal components of reaction at A are equal, the value of θ is",60^0&,45^0&,30^0&,"None in (0^0&, 90^0&)",ROW-1533,D,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,3,In a linear elastic structural element,stiffness is directly proportional to flexibility,stiffness is inversely proportional to flexibility,stiffness is equal to flexibility,stiffness and flexibility are not related.,,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,4,"For linear elastic frame, if stiffness matrix is doubled with respect to the existing stiffness matrix, the deflection of the resulting frame will be",twice the existing value,half the existing value,the same as existing value,indeterminate value.,,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,5,"The order for the flexibility matrix for a structure is,",equal to the number of redundant forces.,more than the number of redundant forces,less than the number of redundant forces,equal to the number of redundant forces plus three,,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,6,The stiffness matrix of a beam element is given as,A,B,C,D,ROW-1537,D,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,7,"A three-hinged parabolic arch of span ‘l’ and rise ‘h’ is subjected to a UDL of intensity ‘W’, then the horizontal thrust at the supports is",A,B,C,D,ROW-1538,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,8,The stiffness matrix of a beam element is,A,B,C,D,ROW-1539,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,9,Reaction at support ‘B’ of the structure shown is,A,B,C,D,ROW-1540,B,,MCQ
